527	65
530	64
533	67
537	72
540	72
543	67
549	64
550	61
551	62
554	63
557	62
558	61
561	52
569	52
571	49
572	46
577	41
578	42
581	43
583	42
586	41
588	38
594	35
598	38
604	38
608	35
612	38
615	41
617	42
619	43
623	42
626	41
628	46
629	49
631	50
635	51
637	50
639	49
641	52
643	61
645	62
648	63
651	62
653	61
655	64
657	65
659	66
661	65
664	64
666	67
668	68
670	69
672	68
674	67
675	72
677	67
680	64
681	61
683	62
686	63
689	62
690	61
692	52
701	52
703	49
704	50
708	51
711	50
713	49
716	46
717	41
718	44
721	45
724	44
726	41
729	38
