0	65
1	66
5	65
7	64
9	67
11	68
13	69
16	68
18	67
20	72
24	67
27	64
29	65
32	66
35	65
36	64
37	61
40	52
44	53
48	52
50	49
51	46
54	41
56	42
60	43
64	42
65	41
69	38
74	35
78	38
80	75
83	38
86	41
88	46
90	49
92	52
96	53
100	52
102	61
104	62
108	63
111	62
113	61
114	64
115	65
117	66
120	65
121	64
123	67
125	68
129	69
132	68
133	67
136	72
141	67
144	64
145	61
146	62
149	63
153	62
155	61
157	52
159	49
160	50
163	51
167	50
169	49
170	46
172	41
176	38
178	75
181	38
183	41
185	46
187	49
188	50
191	51
195	50
197	49
199	52
201	61
