0	72
2	67
4	64
6	61
7	62
9	63
11	62
13	61
15	52
16	49
18	46
19	47
21	48
23	47
24	46
27	41
30	38
34	35
39	38
41	75
44	38
47	41
49	46
50	47
53	48
55	47
56	46
58	49
60	50
61	51
64	50
65	49
67	52
70	53
74	52
76	61
77	64
78	65
80	66
82	65
83	64
85	67
88	72
91	67
94	64
95	61
97	62
99	63
102	62
103	61
105	52
108	53
113	52
115	49
116	46
119	41
121	42
123	43
127	42
129	41
133	38
143	35
147	38
150	41
152	44
154	45
157	44
158	41
161	46
162	49
164	52
168	53
171	52
173	61
175	62
177	63
181	62
183	61
184	64
185	65
186	66
191	65
192	64
194	67
196	72
