203	72
205	67
207	68
209	69
212	68
215	67
217	64
218	65
221	66
224	65
225	64
226	61
228	52
238	49
240	50
243	51
248	50
250	49
251	46
253	41
255	44
258	45
261	44
263	41
265	38
273	41
275	42
278	43
282	42
283	41
285	46
287	49
289	52
301	61
302	62
304	63
309	62
311	61
313	64
315	67
317	72
319	67
323	64
325	65
327	66
330	65
331	64
332	61
334	52
335	49
336	50
341	51
344	50
345	49
347	46
349	41
351	42
354	43
355	42
358	41
361	38
365	35
370	38
375	35
378	41
379	44
381	45
383	44
385	41
387	46
389	49
392	50
395	51
397	50
399	49
400	52
410	61
