31,3012,3013,3.3
34,3016,3021,2.8
38,3024,3027,1.2
44,3039,3042,1.05
49,3046,3049,2.25
52,3053,3056,3.45
57,3063,3068,2.4
59,3060,3063,0.1
60,3060,3063,2.9
62,3063,3060,0.45
51,3052,3053,1.35
