1,27,1,15,28
2,29,1,2,28,30,15,18,55
3,31,2,3,30,32,55
4,33,3,4,32,34,24
5,35,4,24,34,36
6,37,36,38,6,7
7,39,38,40,7
8,41,40,42,8,25
9,43,42,44,9,26,47
10,45,44,46,10,47
12,48,47,49,44,11
13,50,49,51,12,13,63,20
14,52,51,53,63,20,13,14,17
15,54,53,17,14
16,56,55,57,30,2,21
17,58,57,59,22,19
18,60,59,61,22,19
19,62,61,63,23,51,13,20
