0	35
4	38
7	41
9	46
10	49
12	52
13	61
14	64
17	67
19	68
21	69
26	68
28	67
30	72
32	67
33	70
36	71
39	70
41	67
43	64
45	65
48	66
51	65
52	64
53	61
55	62
57	63
62	62
63	61
67	52
72	53
74	52
77	49
79	50
81	51
86	50
88	49
90	46
92	47
95	48
99	47
101	46
103	41
104	44
106	45
110	44
111	41
112	42
115	43
120	42
122	41
123	44
126	45
131	44
133	41
135	38
141	35
147	38
148	75
150	39
154	75
155	38
158	41
161	46
162	49
164	50
167	51
171	50
174	49
175	52
180	53
185	52
187	61
188	64
190	67
192	72
195	67
197	70
200	71
