0	49
1	52
3	61
5	64
7	67
10	72
12	67
14	70
17	71
20	70
22	67
26	64
28	61
30	52
33	49
35	46
37	41
38	44
42	45
47	44
48	41
50	38
55	35
58	38
60	75
62	39
64	75
65	38
68	41
69	42
75	43
78	42
79	41
81	46
83	47
86	48
89	47
90	46
91	49
92	50
96	51
99	50
101	49
102	52
107	53
112	52
115	61
116	62
119	63
123	62
125	61
126	64
127	65
129	66
132	65
133	64
136	67
137	68
141	69
144	68
145	67
147	72
150	67
153	64
154	61
156	52
158	49
159	46
161	41
165	38
171	35
176	38
177	75
179	39
181	75
183	38
186	41
189	46
191	49
193	52
196	61
197	64
200	67
