0	70
1	67
4	64
6	65
9	66
12	65
13	64
14	61
15	62
18	63
21	62
23	61
25	52
31	53
35	52
37	49
38	50
42	51
45	50
47	49
49	46
51	41
54	38
59	35
63	38
65	75
67	39
69	75
70	38
73	41
74	42
76	43
80	42
82	41
84	46
86	47
89	48
92	47
94	46
96	49
97	50
100	51
106	50
107	49
109	52
111	61
112	64
114	65
116	66
119	65
121	64
123	67
124	68
126	69
132	68
133	67
135	72
137	67
139	70
142	71
146	70
147	67
150	64
151	65
155	66
160	65
161	64
162	61
165	52
167	49
169	46
172	41
175	38
181	35
186	38
187	75
189	39
192	75
194	38
197	41
199	46
201	49
