1 8.5 0
2 8.5 4
3 8.5 8
4 8.5 12
5 8.5 16
6 8.5 20
7 8.5 24
8 11.5 23.8
9 15.5 23.8
10 19.5 23.8
11 23.5 23.8
12 27.5 23.8
13 31.5 23.8
14 35.5 23.8
15 39.5 23.8
16 43.5 23.8
17 36.55 20.8
18 36.55 16.8
19 36.55 12.8
20 36.55 8.8
21 36.55 4.8
22 36.55 0.8
23 11.5 10.2
24 11.5 14.2
25 11.5 18.2
26 11.5 22.2
27 11.5 26.2
28 11.5 30.2
