0	72
2	67
3	70
6	71
9	70
10	67
12	68
15	69
19	68
20	67
23	64
24	65
27	66
30	65
31	64
32	61
34	52
35	49
37	50
42	51
46	50
48	49
50	46
53	41
54	42
57	43
62	42
64	41
65	44
68	45
72	44
74	41
76	38
78	75
80	39
82	75
88	38
94	35
101	38
104	41
106	44
109	45
112	44
114	41
115	42
117	43
121	42
123	41
124	46
126	47
128	48
134	47
135	46
136	49
138	52
144	53
147	52
149	61
151	62
153	63
159	62
161	61
162	64
163	65
167	66
172	65
173	64
177	67
179	72
182	67
183	70
185	71
188	70
190	67
193	64
194	65
198	66
199	65
201	64
