0	51
4	50
6	49
8	52
10	61
12	64
13	65
15	66
17	65
20	64
23	67
27	72
30	72
33	67
39	64
40	61
41	62
44	63
47	62
48	61
51	52
59	52
61	49
62	46
67	41
68	42
71	43
73	42
76	41
78	38
84	35
88	38
94	38
98	35
102	38
105	41
107	42
109	43
113	42
116	41
118	46
119	49
121	50
125	51
127	50
129	49
131	52
133	61
135	62
138	63
141	62
143	61
145	64
147	65
149	66
151	65
154	64
156	67
158	68
160	69
162	68
164	67
165	72
167	67
170	64
171	61
173	62
176	63
179	62
180	61
182	52
191	52
193	49
194	50
198	51
201	50
203	49
