0	49
2	46
4	41
5	42
7	43
11	42
13	41
16	38
17	39
19	38
22	41
23	44
25	45
27	44
28	41
29	46
32	49
34	52
37	53
41	52
43	61
45	62
47	63
51	62
53	61
54	64
56	67
58	72
62	67
64	70
66	71
68	70
69	67
72	64
73	61
75	62
76	63
80	62
82	61
84	52
87	53
91	52
93	49
95	46
96	41
98	42
100	43
105	42
105	41
108	38
112	35
116	38
124	41
126	42
128	43
132	42
133	41
135	46
137	49
139	50
141	51
147	50
148	49
150	52
151	61
152	64
153	65
155	66
159	65
160	64
163	67
165	68
166	69
171	68
172	67
174	72
179	67
181	64
183	65
184	66
188	65
190	64
191	61
193	52
195	53
199	52
200	49
202	50
203	51
208	50
210	49
213	41
216	38
