0	67
1	68
4	69
5	68
6	67
10	64
11	61
13	52
16	53
20	52
22	49
26	41
28	44
30	45
33	44
34	41
38	38
40	75
42	38
45	41
48	46
49	47
50	48
52	47
54	46
55	49
57	50
59	51
62	50
63	49
65	52
70	53
73	52
75	61
78	64
80	67
82	70
84	71
86	70
88	67
90	72
94	67
97	64
98	61
99	62
102	63
104	62
106	61
107	52
111	53
115	52
117	49
120	46
122	41
125	38
127	75
129	38
132	41
133	42
135	43
140	42
141	41
143	46
144	49
146	52
149	53
153	52
155	61
156	62
158	63
163	62
164	61
165	64
168	67
169	70
172	71
174	70
176	67
178	72
182	67
184	64
185	65
187	66
189	65
190	64
191	61
193	52
195	49
196	50
197	51
203	50
