0	61
2	52
4	49
6	46
8	41
11	38
16	35
20	38
23	75
25	39
29	75
32	38
34	41
36	46
38	49
40	52
43	61
44	64
46	67
49	72
51	67
54	64
56	65
58	66
60	65
62	64
63	61
65	62
71	63
72	62
74	61
77	52
81	53
86	52
88	49
90	50
94	51
98	50
100	49
102	46
106	47
108	48
110	47
111	46
113	41
115	44
117	45
122	44
124	41
126	38
131	35
135	38
137	75
139	39
142	75
143	38
145	41
147	42
149	43
152	42
153	41
156	46
157	47
160	48
165	47
166	46
168	49
169	50
171	51
177	50
179	49
181	52
186	53
189	52
192	49
194	46
196	41
199	38
204	41
206	46
207	49
209	52
211	61
213	64
214	67
216	72
