0	67
2	68
4	69
8	68
10	67
12	72
17	67
20	64
21	65
24	66
27	65
28	64
29	61
32	52
34	49
35	46
37	47
39	48
43	47
44	46
48	41
49	42
51	43
58	42
59	41
62	38
67	35
73	38
75	75
78	38
81	41
82	44
84	45
88	44
89	41
92	46
94	49
96	50
99	51
104	50
105	49
107	52
111	53
116	52
118	61
120	62
122	63
128	62
129	61
130	64
131	65
134	66
137	65
138	64
141	67
143	72
149	67
151	64
152	61
155	52
157	53
164	52
166	49
168	46
171	41
174	38
176	75
179	38
182	41
185	46
186	47
187	48
192	47
193	46
195	49
196	52
199	61
200	64
