0	53
3	52
6	61
7	62
10	63
16	62
17	61
18	64
19	65
22	66
26	65
27	64
30	67
32	72
36	67
38	64
39	61
42	52
43	49
45	46
46	47
48	48
52	47
53	46
56	41
58	38
3	35
128	38
70	75
72	39
74	75
76	38
80	41
82	42
85	43
90	42
92	41
95	46
97	47
100	48
103	47
104	46
105	49
106	50
110	51
113	50
115	49
117	52
119	61
120	64
121	65
125	66
129	65
131	64
134	67
135	70
140	71
144	70
146	67
147	72
151	67
152	68
156	69
159	68
160	67
162	64
164	65
167	66
171	65
172	64
173	61
176	52
178	49
179	46
182	41
184	38
190	35
195	38
198	41
200	46
