0	38
2	41
5	46
6	47
9	48
11	47
12	46
13	49
15	50
18	51
23	50
24	49
26	52
30	53
35	52
38	61
40	62
44	63
47	62
49	61
51	64
53	67
54	70
57	71
60	70
61	67
63	72
64	67
67	64
69	65
72	66
74	65
75	64
76	61
79	52
84	53
87	52
89	49
90	46
93	41
94	42
98	43
101	42
103	41
104	44
109	45
111	44
113	41
115	38
120	35
124	38
125	75
127	39
130	75
133	38
135	41
137	46
138	47
142	48
144	47
145	46
147	49
148	50
151	51
155	50
157	49
158	52
160	61
162	64
163	65
165	66
168	65
169	64
171	67
173	68
175	69
181	68
183	67
185	72
189	67
190	64
192	65
195	66
198	65
199	64
200	61
202	52
204	49
206	50
