0	50
2	49
4	46
5	47
8	48
12	47
14	46
16	41
17	44
21	45
25	44
27	41
29	42
32	43
37	42
38	41
39	44
42	45
46	44
48	41
51	38
57	35
64	38
65	75
68	39
71	75
73	38
75	41
78	46
79	49
81	52
83	61
84	64
87	67
90	72
92	67
94	70
98	71
101	70
103	67
105	64
107	65
111	66
115	65
117	64
118	61
120	52
121	49
123	46
124	47
126	48
129	47
130	46
132	41
134	44
137	45
139	44
140	41
142	42
144	43
146	42
148	41
151	38
155	35
160	38
162	75
166	38
169	41
170	42
173	43
177	42
179	41
181	46
183	47
186	48
188	47
189	46
191	49
193	50
196	51
199	50
200	49
201	52
